game_turn,player_name,num_cities,population,techs,civics,land_units,corps,armies,naval_units,tiles_owned,tiles_improved,balance_gold,balance_faith,yield_science,yield_culture,yield_gold,yield_faith,yield_production,yield_food,data_source,loaded_at
115,CIVILIZATION_MAYA,4,21,16,9,4,0,0,0,48,13,160,166,44,14,33,8,44,69,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_VILNIUS,1,9,12,13,2,0,0,0,9,5,168,0,6,4,7,0,2,21,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_SAMARKAND,1,6,12,12,4,0,0,0,9,4,478,0,4,4,12,0,5,14,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_PRESLAV,1,6,14,13,3,0,0,0,9,5,391,0,6,4,11,0,4,14,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_JOHANNESBURG,1,7,14,13,5,0,0,0,9,5,402,0,5,4,11,0,5,17,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_MEXICO_CITY,1,9,14,13,5,0,0,0,10,8,367,1,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_LAHORE,1,7,18,13,5,0,0,0,9,7,256,0,5,7,11,0,7,19,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,236,1025,11,5,9,39,5,27,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_ANTIOCH,1,4,10,12,4,0,0,0,7,1,219,0,4,4,5,0,1,9,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,11,4,318,60,10,4,13,1,5,16,player_stats,2025-08-03 19:13:55.339088
115,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_POLAND,4,16,13,11,4,0,0,0,48,10,103,46,18,18,14,6,44,52,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_NORWAY,3,8,10,11,2,0,0,2,34,8,146,156,8,8,11,8,20,25,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_MAPUCHE,5,23,17,12,2,0,0,0,54,12,301,0,43,28,10,0,47,65,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_GERMANY,3,18,16,14,2,0,0,0,40,5,177,341,23,26,14,30,27,50,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_GAUL,4,22,16,13,4,0,0,1,62,14,148,145,24,26,20,4,57,75,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_MAYA,4,22,16,10,4,0,0,0,48,14,184,174,46,14,33,8,50,70,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_VILNIUS,1,9,13,13,2,0,0,0,9,5,175,0,6,4,7,0,2,21,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_SAMARKAND,1,6,12,13,4,0,0,0,9,4,489,0,4,4,12,0,5,14,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_PRESLAV,1,6,15,13,3,0,0,0,9,5,400,0,6,4,11,0,4,14,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_JOHANNESBURG,1,7,14,13,5,0,0,0,9,5,413,0,5,4,11,0,5,17,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_MEXICO_CITY,1,9,14,13,5,0,0,0,10,8,368,2,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_LAHORE,1,7,18,13,5,0,0,0,9,7,263,0,5,7,11,0,7,19,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,233,1065,11,5,9,39,5,27,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_ANTIOCH,1,5,11,13,4,0,0,0,7,1,222,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,11,4,326,61,10,4,13,1,5,16,player_stats,2025-08-03 19:13:55.339088
116,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_POLAND,4,17,13,11,4,0,0,0,49,10,106,52,19,20,13,6,42,55,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_NORWAY,3,9,10,11,1,0,0,2,35,8,155,165,8,10,11,8,21,27,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_MAPUCHE,5,23,17,12,2,0,0,0,54,12,302,0,43,28,10,0,47,65,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_GERMANY,3,18,16,14,2,0,0,0,40,6,183,372,23,26,14,30,25,51,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_GAUL,4,22,16,13,4,0,0,1,63,15,161,150,24,26,23,4,57,75,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_MAYA,4,23,16,10,4,0,0,0,48,15,206,183,46,14,34,8,53,73,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_VILNIUS,1,9,14,13,2,0,0,0,9,5,182,0,6,4,7,0,2,21,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_SAMARKAND,1,6,12,13,4,0,0,0,9,4,506,0,4,4,18,0,5,14,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_PRESLAV,1,6,16,13,4,0,0,0,9,6,409,0,6,4,13,0,4,14,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_JOHANNESBURG,1,7,14,13,5,0,0,0,9,5,424,0,5,4,11,0,5,17,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_MEXICO_CITY,1,9,14,13,6,0,0,0,10,8,367,3,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_LAHORE,1,7,18,13,5,0,0,0,9,7,253,0,5,7,11,0,7,19,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,230,1105,11,5,9,39,5,27,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_ANTIOCH,1,5,12,13,4,0,0,0,7,1,224,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,11,4,334,62,10,5,13,1,5,16,player_stats,2025-08-03 19:13:55.339088
117,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_POLAND,4,17,13,11,4,0,0,0,49,10,109,59,19,20,14,6,45,54,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_NORWAY,3,9,10,11,1,0,0,2,35,9,167,14,9,10,14,8,22,27,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_MAPUCHE,5,24,17,12,2,0,0,0,54,12,303,0,43,28,10,0,47,68,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_GERMANY,3,19,16,14,2,0,0,0,40,6,188,62,23,27,13,30,26,53,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_GAUL,4,23,16,13,4,0,0,1,63,16,174,154,25,26,23,4,60,76,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_MAYA,4,23,16,10,4,0,0,0,49,16,228,32,46,14,34,8,54,72,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_VILNIUS,1,9,15,13,2,0,0,0,9,5,187,0,6,4,7,0,2,21,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_SAMARKAND,1,6,12,13,4,0,0,0,9,4,526,0,4,4,20,0,5,14,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_PRESLAV,1,6,17,13,4,0,0,0,9,6,418,0,6,4,13,0,4,14,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_JOHANNESBURG,1,7,14,13,5,0,0,0,9,5,435,0,5,4,11,0,5,17,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_MEXICO_CITY,1,9,14,13,6,0,0,0,10,8,366,4,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_LAHORE,1,7,18,13,5,0,0,0,9,7,258,0,5,7,11,0,7,19,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,227,1145,11,5,9,39,5,27,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_ANTIOCH,1,5,13,13,4,0,0,0,7,1,227,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,4,342,63,10,5,13,1,5,16,player_stats,2025-08-03 19:13:55.339088
118,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_POLAND,4,17,13,12,4,0,0,0,49,10,112,65,22,20,7,5,42,55,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_NORWAY,3,9,11,11,1,0,0,2,35,9,178,23,9,10,14,8,22,27,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_MAPUCHE,5,24,17,12,2,0,0,0,54,12,305,0,43,28,10,0,47,68,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_GERMANY,3,19,16,14,2,0,0,0,40,6,191,93,23,29,11,30,26,53,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_GAUL,4,23,16,13,4,0,0,1,67,16,196,158,25,26,25,4,62,75,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_MAYA,4,24,16,10,4,0,0,0,49,16,250,41,47,15,34,8,55,77,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_VILNIUS,1,9,16,13,2,0,0,0,9,5,193,0,6,4,7,0,2,21,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_SAMARKAND,1,6,12,13,3,0,0,0,9,4,544,0,4,4,19,0,5,14,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_PRESLAV,1,6,18,13,4,0,0,0,9,7,429,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_JOHANNESBURG,1,7,14,13,5,0,0,0,9,5,445,0,5,4,11,0,5,17,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_MEXICO_CITY,1,9,14,13,6,0,0,0,10,8,364,4,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_LAHORE,1,7,18,13,5,0,0,0,9,7,263,0,5,7,11,0,7,19,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,224,1184,11,5,9,39,5,27,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_ANTIOCH,1,5,14,13,4,0,0,0,7,1,229,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,4,350,64,10,5,13,1,5,16,player_stats,2025-08-03 19:13:55.339088
119,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_POLAND,4,17,14,12,4,0,0,0,49,10,109,70,33,20,8,5,45,52,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_NORWAY,3,9,11,11,1,0,0,2,35,9,189,31,9,10,14,8,22,27,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_MAPUCHE,5,25,17,12,2,0,0,0,55,12,306,0,44,28,10,0,49,70,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_GERMANY,4,20,16,14,2,0,0,0,48,6,194,125,24,31,11,32,27,55,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_GAUL,4,23,16,14,4,0,0,1,67,17,219,165,25,26,24,8,67,76,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_MAYA,4,24,16,10,4,0,0,0,49,16,272,50,47,15,34,8,55,77,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_VILNIUS,1,9,17,13,2,0,0,0,9,6,200,0,6,4,9,0,2,21,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_SAMARKAND,1,6,13,13,3,0,0,0,9,4,563,0,4,4,19,0,5,14,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_PRESLAV,1,6,18,13,4,0,0,0,9,7,423,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_JOHANNESBURG,1,7,14,13,5,0,0,0,9,5,456,0,5,4,11,0,5,17,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_MEXICO_CITY,1,9,14,13,6,0,0,0,10,8,363,5,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_LAHORE,1,8,18,13,5,0,0,0,9,7,270,0,6,7,13,0,7,20,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,221,1224,11,5,9,39,5,27,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_ANTIOCH,1,5,15,13,4,0,0,0,7,1,231,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,4,128,65,10,5,13,1,5,17,player_stats,2025-08-03 19:13:55.339088
120,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_POLAND,4,17,14,12,4,0,0,0,49,11,106,76,33,20,7,7,44,55,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_NORWAY,3,10,11,12,1,0,0,2,35,9,200,40,9,12,14,8,23,29,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_MAPUCHE,5,25,17,13,1,0,0,0,55,12,359,0,44,28,10,0,43,70,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_GERMANY,4,20,17,15,2,0,0,0,48,6,197,156,24,29,11,30,32,58,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_GAUL,4,23,16,14,4,0,0,1,67,18,244,174,27,28,28,9,71,76,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_MAYA,4,25,17,11,4,0,0,0,49,16,295,58,47,15,36,8,56,79,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_VILNIUS,1,9,18,13,2,0,0,0,9,5,207,0,6,4,9,0,2,20,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_SAMARKAND,1,6,14,13,3,0,0,0,9,4,581,0,4,4,19,0,5,14,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_PRESLAV,1,6,18,13,4,0,0,0,9,7,432,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_JOHANNESBURG,1,7,14,13,5,0,0,0,9,5,464,0,4,4,9,0,5,17,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_MEXICO_CITY,1,9,15,13,6,0,0,0,10,8,362,6,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_LAHORE,1,8,18,13,5,0,0,0,9,7,277,0,6,7,13,0,7,20,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,218,1290,11,5,9,65,5,27,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_ANTIOCH,1,5,16,13,4,0,0,0,7,1,234,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,4,136,66,10,5,13,1,5,17,player_stats,2025-08-03 19:13:55.339088
121,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_POLAND,4,19,14,12,4,0,0,0,49,11,101,83,35,22,6,5,46,60,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_NORWAY,3,10,11,12,1,0,0,2,36,9,212,49,9,13,14,6,23,29,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_MAPUCHE,5,25,17,13,1,0,0,0,55,12,360,0,47,28,10,0,43,70,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_GERMANY,4,21,17,15,2,0,0,0,48,7,200,188,24,31,11,29,34,61,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_GAUL,4,23,17,14,4,0,0,1,67,18,269,183,27,28,28,9,74,76,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_MAYA,4,25,17,12,4,0,0,0,51,16,227,67,49,25,34,8,57,81,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_VILNIUS,1,9,19,13,2,0,0,0,9,5,197,0,6,4,9,0,2,20,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_SAMARKAND,1,6,15,13,3,0,0,0,9,4,600,0,4,4,19,0,5,14,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_PRESLAV,1,6,18,13,4,0,0,0,9,7,441,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_JOHANNESBURG,1,8,15,13,5,0,0,0,9,6,477,0,6,4,14,0,6,18,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_MEXICO_CITY,1,9,16,13,6,0,0,0,10,8,361,7,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_LAHORE,1,8,18,13,5,0,0,0,9,7,285,0,6,7,13,0,7,20,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,215,1356,10,5,9,65,5,27,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_ANTIOCH,1,5,17,13,4,0,0,0,7,1,236,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,4,144,67,10,5,13,1,5,17,player_stats,2025-08-03 19:13:55.339088
122,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_POLAND,4,19,14,12,4,0,0,0,50,11,95,89,40,22,5,5,45,61,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_NORWAY,3,11,11,12,0,0,0,2,36,9,224,55,10,12,15,6,17,36,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_MAPUCHE,5,25,18,13,1,0,0,0,56,12,361,0,47,28,10,0,43,70,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_GERMANY,4,21,17,15,2,0,0,0,48,7,228,215,24,29,11,27,34,63,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_GAUL,4,24,17,14,5,0,0,1,71,21,264,205,28,30,25,21,76,79,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_MAYA,4,26,17,12,4,0,0,0,51,17,250,76,49,25,36,8,57,84,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_VILNIUS,1,9,19,13,2,0,0,0,9,6,187,0,6,4,9,0,2,21,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_SAMARKAND,1,6,16,13,3,0,0,0,9,4,618,0,4,4,19,0,5,14,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_PRESLAV,1,6,18,13,4,0,0,0,9,7,450,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_JOHANNESBURG,1,8,16,13,5,0,0,0,9,6,491,0,6,4,14,0,6,18,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_MEXICO_CITY,1,9,17,13,6,0,0,0,10,8,360,8,5,5,6,0,5,23,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_LAHORE,1,8,18,13,5,0,0,0,9,7,292,26,6,7,13,26,7,20,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,212,1422,10,5,9,65,5,27,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_ANTIOCH,1,5,18,13,4,0,0,0,7,1,222,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,5,152,68,10,5,13,1,5,17,player_stats,2025-08-03 19:13:55.339088
123,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_POLAND,4,19,15,12,4,0,0,0,50,12,89,94,40,22,6,5,45,62,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_NORWAY,3,11,12,12,0,0,0,2,36,9,241,62,10,13,20,6,24,30,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_MAPUCHE,5,25,19,13,1,0,0,0,56,12,363,0,47,28,10,0,43,70,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_GERMANY,4,21,17,15,2,0,0,0,48,7,231,245,24,31,11,29,34,61,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_GAUL,4,25,17,15,5,0,0,1,72,21,284,227,28,30,25,21,74,80,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_MAYA,4,26,18,12,4,0,0,0,51,17,273,85,49,25,36,8,57,84,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_VILNIUS,1,9,19,13,2,0,0,0,9,6,191,0,6,4,9,0,2,21,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_SAMARKAND,1,6,16,13,3,0,0,0,9,4,652,24,4,4,34,24,4,14,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_PRESLAV,1,6,18,13,4,0,0,0,9,7,459,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_JOHANNESBURG,1,8,17,13,5,0,0,0,9,6,504,0,6,4,14,0,6,18,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_MEXICO_CITY,1,10,18,13,6,0,0,0,10,8,359,8,5,5,7,0,5,23,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_LAHORE,1,8,18,13,5,0,0,0,9,7,299,52,6,7,13,26,7,20,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,209,1488,10,5,9,65,5,27,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_ANTIOCH,1,5,19,13,4,0,0,0,7,1,222,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,5,160,69,10,5,13,1,5,17,player_stats,2025-08-03 19:13:55.339088
124,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_POLAND,4,19,16,13,4,0,0,0,52,12,84,100,40,22,6,5,49,62,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_NORWAY,3,11,12,12,0,0,0,2,36,9,254,68,10,15,15,6,17,36,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_MAPUCHE,5,26,19,13,1,0,0,0,56,12,364,0,49,30,10,0,43,70,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_GERMANY,4,21,17,15,2,0,0,0,49,7,234,268,24,29,11,23,35,66,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_GAUL,4,25,17,15,5,0,0,1,74,21,303,250,28,31,25,23,74,80,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_MAYA,4,27,18,12,4,0,0,0,53,17,299,94,50,26,38,8,59,84,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_VILNIUS,1,9,19,13,2,0,0,0,9,6,195,0,6,4,9,0,2,21,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_SAMARKAND,1,6,16,13,3,0,0,0,9,4,669,48,4,4,18,24,4,14,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_PRESLAV,1,6,18,13,4,0,0,0,9,7,468,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_JOHANNESBURG,1,8,17,13,5,0,0,0,9,6,518,0,6,4,14,0,6,18,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_MEXICO_CITY,1,10,19,13,6,0,0,0,10,8,358,9,5,5,7,0,5,23,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_LAHORE,1,8,18,13,5,0,0,0,9,7,307,78,6,7,13,26,7,20,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,206,1554,10,5,9,65,5,27,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_ANTIOCH,1,5,19,13,4,0,0,0,7,1,222,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_FEZ,1,6,18,13,2,0,0,0,12,6,168,70,10,5,13,1,5,18,player_stats,2025-08-03 19:13:55.339088
125,CIVILIZATION_FREE_CITIES,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_POLAND,4,19,16,13,4,0,0,0,52,12,78,105,40,22,6,5,49,62,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_NORWAY,3,11,12,12,0,0,0,2,37,9,271,75,10,16,20,8,24,30,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_MAPUCHE,5,26,19,13,0,0,0,0,56,12,87,0,49,30,10,0,44,71,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_GERMANY,4,21,17,15,2,0,0,0,49,7,236,294,27,31,11,25,35,64,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_GAUL,4,25,17,15,5,0,0,1,74,21,322,275,28,31,25,25,74,80,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_MAYA,4,27,19,12,4,0,0,0,53,17,324,102,50,26,38,8,59,84,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_VILNIUS,1,9,19,13,2,0,0,0,9,6,199,0,6,4,9,0,2,21,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_SAMARKAND,1,6,16,13,3,0,0,0,9,4,441,72,4,4,18,24,4,14,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_PRESLAV,1,6,18,13,5,0,0,0,9,7,475,0,6,4,15,0,4,14,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_JOHANNESBURG,1,8,17,13,5,0,0,0,9,6,531,0,6,4,14,0,6,18,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_MEXICO_CITY,1,10,20,13,6,0,0,0,10,8,357,10,5,5,7,0,6,23,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_LAHORE,1,8,18,13,5,0,0,0,9,7,314,104,6,7,13,26,7,20,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_PALENQUE,1,10,18,13,6,0,0,0,12,7,203,1620,11,5,9,65,5,27,player_stats,2025-08-03 19:13:55.339088
126,CIVILIZATION_ANTIOCH,1,5,19,13,4,0,0,0,7,1,223,0,4,4,5,0,1,10,player_stats,2025-08-03 19:13:55.339088
