game_turn,player_id,total_score,score_civics,score_empire,score_great_people,score_religion,score_tech,score_wonder,score_trade,score_pillage,score_income,score_scenario1,score_scenario2,score_scenario3,score_category_e,data_source,loaded_at
4,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
4,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
4,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
4,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
4,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,0,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
5,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
5,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,3,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
5,4,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
5,5,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
5,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,10,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
5,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,0,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
6,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
6,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,3,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
6,4,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
6,5,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
6,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,10,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
6,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,0,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
7,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
7,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,3,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
7,4,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
7,5,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
7,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
7,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,0,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
8,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
8,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,3,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
8,4,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
8,5,10,0,7,0,0,0,0,0,0,0,0,0,0,3,game_scores,2025-08-03 19:13:55.357151
8,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
8,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,0,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
9,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
9,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,3,9,0,7,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
9,4,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
9,5,10,0,7,0,0,0,0,0,0,0,0,0,0,3,game_scores,2025-08-03 19:13:55.357151
9,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
9,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,0,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
10,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
10,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,3,10,0,8,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
10,4,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
10,5,11,0,8,0,0,0,0,0,0,0,0,0,0,3,game_scores,2025-08-03 19:13:55.357151
10,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,8,9,0,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,11,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,12,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,13,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
10,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,0,12,0,8,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
11,1,8,0,7,0,0,0,0,0,0,0,0,0,0,1,game_scores,2025-08-03 19:13:55.357151
11,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,3,10,0,8,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
11,4,11,0,7,0,0,0,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
11,5,14,0,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
11,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,8,9,0,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,11,11,3,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,12,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,13,8,0,8,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
11,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,0,14,0,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
12,1,9,0,7,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
12,2,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,3,12,0,8,0,0,2,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
12,4,13,0,7,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
12,5,14,0,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
12,6,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,7,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,8,9,0,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,9,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,10,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,11,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,12,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,13,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,14,9,0,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
12,63,8,0,0,0,0,8,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,0,14,0,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
13,1,9,0,7,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
13,2,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,3,12,0,8,0,0,2,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
13,4,13,0,7,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
13,5,14,0,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
13,6,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,7,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,8,9,0,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,9,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,10,11,0,9,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,11,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,12,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,13,10,0,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,14,9,0,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
13,63,8,0,0,0,0,8,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,0,17,3,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
14,1,12,3,7,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
14,2,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,3,12,0,8,0,0,2,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
14,4,16,0,8,0,0,2,0,0,0,0,0,0,0,6,game_scores,2025-08-03 19:13:55.357151
14,5,14,0,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
14,6,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,7,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,8,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,9,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,10,14,3,9,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,11,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,12,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,13,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,14,12,3,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
14,63,11,3,0,0,0,8,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,0,17,3,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
15,1,12,3,7,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
15,2,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,3,12,0,8,0,0,2,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
15,4,20,3,8,0,0,2,0,0,0,0,0,0,0,7,game_scores,2025-08-03 19:13:55.357151
15,5,14,0,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
15,6,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,7,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,8,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,9,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,10,14,3,9,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,11,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,12,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,13,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,14,12,3,7,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
15,63,11,3,0,0,0,8,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
16,0,17,3,8,0,0,2,0,0,0,0,0,0,0,4,game_scores,2025-08-03 19:13:55.357151
16,1,12,3,7,0,0,0,0,0,0,0,0,0,0,2,game_scores,2025-08-03 19:13:55.357151
16,2,13,3,8,0,0,2,0,0,0,0,0,0,0,0,game_scores,2025-08-03 19:13:55.357151
